date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:25:12	13825/13825	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2009:21:00%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.css?ver=4.15.17	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min1367.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:12	14965/14965	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2009:21:00%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.css?ver=6.7.1	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/plugins/wp-user-avatar/assets/select2/select2.min9704.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:12	104702/104702	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:29%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/plugins/wp-user-avatar/assets/css/frontend.min.css?ver=1725378029	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/plugins/wp-user-avatar/assets/css/frontend.min8aff.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:12	12217/12217	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:29%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/bootstrap.css?ver=1725378029	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/bootstrap8aff.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:13	57789/57789	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:29%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/font-awesome.min.css?ver=1725378029	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/font-awesome.min8aff.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:13	3458/3458	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:29%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/flaticon.css?ver=1725378029	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/flaticon8aff.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:13	1345/1345	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:29%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/slick.css?ver=1725378029	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/slick8aff.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:13	1904/1904	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:29%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/slick-theme.css?ver=1725378029	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/slick-theme8aff.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:14	6361/6361	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:29%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/magnific-popup.css?ver=1725378029	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/magnific-popup8aff.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:14	177126/177126	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:30%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/style.css?ver=1725378030	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/style3661.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:14	1716/1716	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:30%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/inc/backend/css/simple-likes-public.css?ver=1725378030	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/inc/backend/css/simple-likes-public3661.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:15	5634/5634	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:30%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/royal-preload.css?ver=1725378030	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/royal-preload3661.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:15	21830/21830	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:30%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/woocommerce.css?ver=1725378030	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/themes/engitech/css/woocommerce3661.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:15	20233/20233	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:30%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1725378030	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3661.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:16	16223/16223	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:30%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=1725378030	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min3661.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:16	267234/267234	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:27%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/custom-frontend.min.css?ver=1725378027	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/custom-frontend.minb8b1.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:17	10260/10260	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Jan%202025%2005:21:56%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.11	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min1ffb.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:17	1138/1138	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:40:29%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-2821.css?ver=1725378029	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-28218aff.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:18	30068/30068	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:47:26%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-2274.css?ver=1725378446	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-227461c4.css	(from https://wpdemo.archiwp.com/engitech/)
17:25:18	87553/87553	---M--	200	added ('OK')	application/javascript	date:Fri,%2017%20Nov%202023%2019:37:55%20GMT	https://wpdemo.archiwp.com/engitech/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-includes/js/jquery/jquery.minf43b.js	(from https://wpdemo.archiwp.com/engitech/)
17:25:18	13577/13577	---M--	200	added ('OK')	application/javascript	date:Tue,%2015%20Aug%202023%2004:32:05%20GMT	https://wpdemo.archiwp.com/engitech/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://wpdemo.archiwp.com/engitech/)
17:25:19	79466/79466	---MC-	200	added ('OK')	application/json	date:Mon,%2027%20Jan%202025%2011:55:19%20GMT	https://wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/2274	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/2274.json	(from https://wpdemo.archiwp.com/engitech/)
17:25:19	876/876	---MC-	200	added ('OK')	text/xml	date:Mon,%2027%20Jan%202025%2011:55:19%20GMT	https://wpdemo.archiwp.com/engitech/xmlrpc.php?rsd	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/xmlrpc0db0.php	(from https://wpdemo.archiwp.com/engitech/)
17:25:20	2135/2135	---MC-	200	added ('OK')	application/json	date:Mon,%2027%20Jan%202025%2011:55:20%20GMT	https://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2F	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed6209.json	(from https://wpdemo.archiwp.com/engitech/)
17:25:20	1413672/1413672	---MC-	200	added ('OK')	application/json	date:Mon,%2027%20Jan%202025%2011:55:19%20GMT	https://wpdemo.archiwp.com/engitech/wp-json/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-json/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:20	2290/2290	---MC-	200	added ('OK')	text/xml	date:Mon,%2027%20Jan%202025%2011:55:20%20GMT	https://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2F&format=xml	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed9573	(from https://wpdemo.archiwp.com/engitech/)
17:25:21	326628/326628	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Nov%202024%2009:21:04%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:21	146060/146060	---M--	200	added ('OK')	font/woff2	date:Wed,%2013%20Nov%202024%2009:21:04%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:21	3705/3705	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Mar%202020%2008:44:19%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/03/favicon.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/03/favicon.png	(from https://wpdemo.archiwp.com/engitech/)
17:25:22	131414/131414	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2007:04:16%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/12/bg-pheader.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/12/bg-pheader.jpg	(from https://wpdemo.archiwp.com/engitech/)
17:25:22	16848/16848	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jan%202025%2022:00:11%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmZiArmlw.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmZiArmlw.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:22	11840/11840	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jan%202025%2022:00:11%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmQiArmlw.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmQiArmlw.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:23	3676/3676	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jan%202025%2022:00:11%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmYiArmlw.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmYiArmlw.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:23	9644/9644	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jan%202025%2022:00:11%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmXiArmlw.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmXiArmlw.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:23	19660/19660	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jan%202025%2022:00:11%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVnoiArmlw.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVnoiArmlw.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:23	10576/10576	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jan%202025%2022:00:11%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVn6iArmlw.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVn6iArmlw.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:24	7856/7856	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jan%202025%2022:00:11%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmbiArmlw.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmbiArmlw.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:24	13740/13740	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jan%202025%2022:00:11%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmaiArmlw.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmaiArmlw.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:24	20612/20612	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jan%202025%2022:00:11%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmUiAo.woff2	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmUiAo.woff2	(from https://wpdemo.archiwp.com/engitech/)
17:25:25	52310/52310	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2025%20Sep%202020%2008:56:18%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/09/logo.svg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/09/logo.svg	(from https://wpdemo.archiwp.com/engitech/)
17:25:26	214585/214585	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2010:45:46%20GMT	https://wpdemo.archiwp.com/engitech/home-2/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-2/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Jan%202025%2011:55:25%20GMT	https://wpdemo.archiwp.com/engitech/home-11	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-11	(from https://wpdemo.archiwp.com/engitech/)
17:25:27	226660/226660	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2002:24:50%20GMT	https://wpdemo.archiwp.com/engitech/home-5/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-5/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:27	219447/219447	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2005:08:10%20GMT	https://wpdemo.archiwp.com/engitech/home-6/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-6/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:27	202518/202518	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2010:06:07%20GMT	https://wpdemo.archiwp.com/engitech/home-3/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-3/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:28	239404/239404	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2002:28:08%20GMT	https://wpdemo.archiwp.com/engitech/home-4/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-4/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:28	211921/211921	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2009:23:42%20GMT	https://wpdemo.archiwp.com/engitech/home-7/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-7/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:28	245946/245946	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2005:16:57%20GMT	https://wpdemo.archiwp.com/engitech/home-8/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-8/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:29	200764/200764	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2005:14:19%20GMT	https://wpdemo.archiwp.com/engitech/home-9/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-9/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:29	184480/184480	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2005:17:36%20GMT	https://wpdemo.archiwp.com/engitech/home-10/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-10/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:29	226097/226097	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2005:17:48%20GMT	https://wpdemo.archiwp.com/engitech/home-11/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-11/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:30	191804/191804	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2011:13:35%20GMT	https://wpdemo.archiwp.com/engitech/home-12/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-12/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:30	210554/210554	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2005:18:08%20GMT	https://wpdemo.archiwp.com/engitech/home-13/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-13/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:30	218383/218383	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2005:18:25%20GMT	https://wpdemo.archiwp.com/engitech/home-14/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-14/index.html	(from https://wpdemo.archiwp.com/engitech/)
17:25:31	200183/200183	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Jan%202025%2005:19:38%20GMT	https://wpdemo.archiwp.com/engitech/home-15/	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/home-15/index.html	(from https://wpdemo.archiwp.com/engitech/)
